DATE_OF_INTEREST;CASE_COUNT;probable_case_count;HOSPITALIZED_COUNT;DEATH_COUNT;DEATH_COUNT_PROBABLE;CASE_COUNT_7DAY_AVG;all_case_count_7day_avg;HOSP_COUNT_7DAY_AVG;DEATH_COUNT_7DAY_AVG;all_death_count_7day_avg;BX_CASE_COUNT;bx_probable_case_count;BX_HOSPITALIZED_COUNT;BX_DEATH_COUNT;bx_probable_death_count;BX_CASE_COUNT_7DAY_AVG;bx_all_case_count_7day_avg;BX_HOSPITALIZED_COUNT_7DAY_AVG;BX_DEATH_COUNT_7DAY_AVG;bx_all_death_count_7day_avg;BK_CASE_COUNT;bk_probable_case_count;BK_HOSPITALIZED_COUNT;BK_DEATH_COUNT;bk_probable_death_count;BK_CASE_COUNT_7DAY_AVG;bk_all_case_count_7day_avg;BK_HOSPITALIZED_COUNT_7DAY_AVG;BK_DEATH_COUNT_7DAY_AVG;bk_all_death_count_7day_avg;MN_CASE_COUNT;mn_probable_case_count;MN_HOSPITALIZED_COUNT;MN_DEATH_COUNT;mn_probable_death_count;MN_CASE_COUNT_7DAY_AVG;mn_all_case_count_7day_avg;MN_HOSPITALIZED_COUNT_7DAY_AVG;MN_DEATH_COUNT_7DAY_AVG;mn_all_death_count_7day_avg;QN_CASE_COUNT;qn_probable_case_count;QN_HOSPITALIZED_COUNT;QN_DEATH_COUNT;qn_probable_death_count;QN_CASE_COUNT_7DAY_AVG;qn_all_case_count_7day_avg;QN_HOSPITALIZED_COUNT_7DAY_AVG;QN_DEATH_COUNT_7DAY_AVG;qn_all_death_count_7day_avg;SI_CASE_COUNT;si_probable_case_count;SI_HOSPITALIZED_COUNT;SI_DEATH_COUNT;si_probable_death_count;SI_CASE_COUNT_7DAY_AVG;si_all_case_count_7day_avg;SI_HOSPITALIZED_COUNT_7DAY_AVG;SI_DEATH_COUNT_7DAY_AVG;si_all_death_count_7day_avg;INCOMPLETE
12/10/2020;3,149;905;241;25;3;2,724;3,560;213;23;25;572;155;44;7;1;470;622;43;4;4;939;253;70;2;1;795;1,015;60;6;7;463;159;28;5;1;383;517;29;2;2;897;267;73;9;0;783;1,040;57;8;8;277;71;27;2;0;293;367;26;4;4;0
12/11/2020;2,978;891;247;30;1;2,748;3,603;222;24;25;501;135;58;3;1;461;612;46;4;4;836;208;63;8;0;805;1,027;61;6;7;494;175;32;2;0;397;538;31;2;2;879;306;71;10;0;801;1,067;62;8;8;266;67;23;7;0;284;359;26;4;4;0
12/12/2020;2,206;584;207;34;1;2,794;3,640;227;25;27;392;109;39;5;0;470;621;47;4;4;600;157;57;9;0;818;1,037;63;7;7;297;90;30;3;1;409;551;31;2;3;699;187;60;9;0;815;1,082;62;8;8;218;41;23;8;0;280;349;27;4;4;0
12/13/2020;2,176;898;225;26;5;2,854;3,734;234;26;28;311;145;41;4;1;479;634;47;4;5;645;251;57;5;1;831;1,058;64;7;8;296;142;33;7;1;421;567;33;3;4;676;296;78;4;1;838;1,118;66;7;7;248;64;19;6;1;284;355;26;5;5;0
12/14/2020;3,577;1,082;259;30;0;2,893;3,783;239;28;30;614;182;52;4;0;488;641;48;4;5;1,109;321;76;6;0;852;1,088;67;7;7;499;148;36;3;0;428;573;34;3;4;1,004;336;80;13;0;844;1,128;69;8;8;350;92;19;4;0;281;353;24;5;5;0
12/15/2020;3,679;946;232;32;2;2,982;3,877;241;29;31;634;188;41;2;0;507;663;48;4;5;1,064;236;75;11;1;872;1,111;68;7;8;550;159;41;4;0;442;587;35;4;4;1,092;293;62;9;0;871;1,159;70;9;9;339;69;17;6;1;288;356;24;5;6;0
12/16/2020;2,784;777;212;39;2;2,936;3,805;232;31;33;445;129;47;8;0;496;645;46;5;5;842;232;66;15;2;862;1,099;66;8;9;453;133;22;3;0;436;580;32;4;4;808;225;65;9;0;865;1,138;70;9;9;236;58;13;4;0;276;342;20;5;6;0
12/17/2020;1,924;770;227;35;3;2,761;3,610;230;32;34;266;135;49;7;0;452;598;47;5;5;648;215;69;7;1;821;1,052;66;9;9;337;138;30;6;1;418;559;32;4;4;487;225;64;10;1;806;1,073;69;9;9;186;57;20;5;0;263;327;19;6;6;0
12/18/2020;3,429;836;273;39;1;2,825;3,667;234;34;36;620;156;68;7;0;469;618;48;5;5;1,025;216;80;13;0;848;1,080;69;9;10;521;140;37;3;0;422;558;33;4;5;928;260;71;12;0;813;1,074;69;9;10;335;64;20;4;1;273;337;19;5;6;0
12/19/2020;2,555;691;236;31;3;2,875;3,732;238;33;35;405;123;47;6;0;471;622;49;5;6;764;200;65;9;3;871;1,110;70;9;11;330;90;32;4;0;427;562;33;4;5;796;215;74;8;0;827;1,092;71;9;10;260;63;19;4;0;279;346;18;5;5;0
12/20/2020;2,348;711;239;29;4;2,899;3,730;240;34;36;292;121;42;4;1;468;616;49;5;6;768;213;79;5;1;889;1,122;73;9;11;295;98;32;7;0;426;556;33;4;4;700;206;67;6;0;831;1,082;69;10;10;293;73;22;7;2;286;354;19;5;5;0
12/21/2020;4,335;1,044;327;41;4;3,008;3,833;249;35;38;714;173;65;5;0;482;629;51;6;6;1,307;322;95;7;1;917;1,150;76;10;11;598;145;58;10;1;441;570;36;5;6;1,287;317;93;16;2;871;1,120;71;10;10;429;87;20;3;0;297;364;19;5;5;0
12/22/2020;4,097;948;283;53;2;3,067;3,893;257;38;41;731;202;54;8;0;496;645;53;6;7;1,252;271;87;16;0;944;1,182;77;10;11;546;126;50;7;1;440;564;37;6;6;1,204;273;72;12;1;887;1,133;72;10;11;364;76;23;10;0;300;369;20;5;6;0
12/23/2020;3,844;940;300;39;3;3,219;4,067;269;38;41;636;174;49;7;1;523;678;53;6;7;1,099;308;112;13;2;980;1,230;84;10;11;524;109;45;7;0;450;571;41;6;7;1,186;265;76;7;0;941;1,193;74;10;11;399;84;23;5;0;324;396;21;5;6;0
12/24/2020;3,014;642;273;39;2;3,375;4,205;276;39;41;503;100;49;6;0;557;707;53;6;6;965;173;94;9;1;1,026;1,269;87;10;11;433;85;37;5;0;464;577;42;6;6;873;234;81;15;0;996;1,249;76;11;11;240;50;13;4;1;331;402;20;5;6;0
12/25/2020;1,046;596;265;39;2;3,034;3,830;275;39;42;154;84;43;6;0;491;630;50;6;6;344;177;84;12;2;928;1,166;88;10;12;153;85;51;6;0;411;517;44;7;7;299;185;76;8;0;906;1,149;77;10;11;96;64;13;7;0;297;368;19;6;6;0
12/26/2020;3,454;899;267;37;2;3,163;3,988;279;40;42;537;147;45;8;0;510;653;50;6;7;1,024;251;89;9;2;966;1,211;91;10;11;427;114;35;7;0;425;534;44;7;7;1,072;291;79;11;0;946;1,199;78;11;11;393;96;21;2;0;316;392;19;5;6;0
12/27/2020;2,886;920;244;44;2;3,239;4,095;280;42;44;479;170;36;4;0;536;686;49;6;6;913;229;89;16;0;986;1,234;93;12;13;314;125;32;9;1;428;541;44;7;8;868;317;69;6;1;970;1,239;78;11;11;312;79;19;9;0;319;396;19;6;6;0
12/28/2020;5,389;1,196;347;43;3;3,390;4,267;283;42;44;1,020;213;69;8;1;580;736;49;7;7;1,600;346;103;13;0;1,028;1,279;94;13;14;677;159;55;4;0;439;554;44;6;7;1,530;389;107;11;1;1,005;1,284;80;10;10;562;89;20;7;1;338;415;19;6;7;0
12/29/2020;5,204;1,002;318;50;4;3,548;4,433;288;42;44;992;194;63;9;0;617;772;51;7;7;1,414;283;83;15;2;1,051;1,304;93;12;14;612;126;57;8;1;449;563;45;7;7;1,602;318;98;9;1;1,061;1,347;84;10;10;584;80;19;9;0;369;447;18;6;6;0
12/30/2020;4,984;1,052;313;40;4;3,711;4,612;290;42;44;967;182;69;4;0;665;820;53;6;7;1,397;297;94;16;2;1,094;1,345;91;13;14;661;153;41;5;0;468;589;44;6;7;1,493;328;93;11;1;1,105;1,400;86;10;11;465;92;18;4;1;379;457;18;6;6;0
12/31/2020;3,392;771;281;41;1;3,765;4,684;291;42;45;665;133;55;4;0;688;848;54;6;6;936;196;89;21;1;1,090;1,344;90;15;16;396;103;41;3;0;463;586;45;6;6;1,009;268;81;10;0;1,125;1,424;86;9;10;386;71;20;3;0;400;481;19;6;6;0
01/01/2021;1,336;786;302;36;4;3,806;4,753;296;42;44;206;161;63;9;1;695;867;57;7;7;413;168;84;17;2;1,100;1,352;90;15;17;163;122;36;2;1;464;593;42;5;6;432;259;94;5;0;1,144;1,454;89;9;10;122;76;27;3;0;403;487;21;5;6;0
01/02/2021;4,189;1,066;322;57;2;3,911;4,882;304;44;47;722;187;56;13;0;722;899;59;7;8;1,105;274;90;18;1;1,111;1,367;90;17;18;516;177;50;5;0;477;615;45;5;6;1,335;319;100;13;1;1,181;1,495;92;9;10;510;109;27;8;0;420;505;21;6;6;0
01/03/2021;3,454;982;299;38;2;3,993;4,972;312;44;46;510;178;54;8;1;726;904;61;8;8;1,058;256;93;11;0;1,132;1,392;91;16;17;397;160;38;5;0;489;632;45;5;5;1,089;306;104;9;1;1,213;1,525;97;10;10;400;82;16;5;0;433;518;21;6;6;0
01/04/2021;6,593;1,410;403;61;3;4,165;5,174;320;46;49;1,255;286;65;9;1;760;948;61;8;8;1,894;327;134;24;2;1,174;1,431;95;17;19;915;236;63;6;0;523;677;47;5;5;1,872;417;115;14;0;1,262;1,578;98;10;11;657;143;29;8;0;446;540;22;6;6;0
01/05/2021;6,152;1,355;347;65;5;4,300;5,360;324;48;51;1,165;255;72;12;0;784;982;62;8;9;1,757;393;98;21;1;1,223;1,496;97;18;20;892;200;53;9;2;563;727;46;5;5;1,820;408;103;18;2;1,293;1,622;99;11;12;518;99;24;5;0;437;533;23;5;5;0
01/06/2021;5,676;1,260;376;59;5;4,399;5,489;333;51;54;1,109;229;71;12;3;805;1,009;62;10;10;1,605;344;110;19;0;1,253;1,532;100;19;20;758;211;44;2;0;577;749;46;5;5;1,679;386;123;20;2;1,319;1,657;103;13;14;524;90;31;6;0;445;541;25;5;5;0
01/07/2021;5,433;1,181;361;52;2;4,690;5,839;344;53;56;983;236;65;4;0;850;1,069;64;10;10;1,639;332;112;18;0;1,353;1,652;103;18;19;790;173;35;13;1;633;816;46;6;7;1,569;349;122;10;1;1,399;1,749;109;13;14;452;91;28;7;0;455;553;26;6;6;0
01/08/2021;5,295;1,091;352;61;3;5,256;6,448;351;56;59;984;204;64;10;0;961;1,186;64;10;10;1,453;276;111;14;1;1,502;1,816;107;18;19;778;167;34;10;1;721;910;45;7;8;1,599;371;119;19;1;1,566;1,931;112;15;16;481;72;26;8;0;506;604;26;7;7;0
01/09/2021;3,689;892;325;72;2;5,185;6,352;352;58;61;677;179;62;16;0;955;1,179;65;10;11;1,006;255;89;21;2;1,487;1,799;107;18;19;447;129;36;11;0;711;893;43;8;9;1,188;256;112;19;0;1,545;1,901;114;16;17;371;73;29;5;0;486;579;26;6;6;0
01/10/2021;3,198;982;305;52;4;5,148;6,315;353;60;64;463;207;53;9;1;948;1,176;65;10;11;1,005;305;84;17;1;1,480;1,799;105;19;20;366;141;48;3;0;707;886;45;8;8;1,020;257;98;19;2;1,535;1,884;113;17;18;344;72;27;4;0;478;570;28;6;6;0
01/11/2021;5,910;1,342;401;59;3;5,050;6,208;352;60;63;1,139;269;88;8;0;931;1,157;68;10;11;1,754;409;125;12;1;1,460;1,790;104;17;18;845;193;56;6;0;697;870;44;8;8;1,701;386;110;31;2;1,511;1,856;112;19;21;469;85;28;2;0;451;534;28;5;5;0
01/12/2021;5,232;1,177;389;74;5;4,919;6,051;358;61;65;997;237;91;9;1;907;1,130;71;10;10;1,614;331;119;30;3;1,439;1,761;107;19;20;671;170;50;9;1;665;834;43;8;8;1,535;332;104;21;0;1,470;1,804;113;20;21;415;107;29;5;0;437;521;28;5;5;0
01/13/2021;5,171;1,218;428;67;3;4,847;5,973;366;62;66;1,043;267;97;4;0;898;1,126;74;9;9;1,533;334;126;22;1;1,429;1,749;109;19;20;695;197;60;7;0;656;823;46;8;9;1,522;328;114;28;2;1,448;1,773;111;21;22;378;92;33;6;0;416;500;29;5;5;0
01/14/2021;5,258;1,134;434;65;5;4,822;5,941;376;64;68;995;234;79;6;1;900;1,128;76;9;9;1,558;333;137;22;2;1,418;1,738;113;20;21;748;182;63;7;0;650;818;50;8;8;1,538;294;122;25;1;1,443;1,761;111;23;24;419;90;35;5;1;411;495;30;5;5;0
01/15/2021;4,838;1,083;392;63;6;4,757;5,875;382;65;69;933;226;74;13;0;892;1,124;78;9;10;1,399;328;128;10;1;1,410;1,738;115;19;21;662;145;49;12;2;633;799;52;8;8;1,488;308;113;19;2;1,427;1,736;110;23;24;355;76;32;9;1;393;478;30;5;5;0
01/16/2021;3,479;914;367;66;3;4,727;5,848;388;64;68;607;211;69;12;1;882;1,118;79;9;9;1,074;272;102;20;2;1,420;1,750;117;19;21;443;130;54;5;0;633;798;54;7;7;1,058;243;122;27;0;1,409;1,716;112;24;26;297;58;25;2;0;382;465;30;5;5;0
01/17/2021;2,918;1,032;334;56;1;4,687;5,815;392;64;68;501;197;72;8;0;888;1,122;81;9;9;903;330;100;24;1;1,405;1,739;120;20;22;396;158;55;6;0;637;805;55;7;8;862;285;87;16;0;1,386;1,697;110;24;25;256;62;23;2;0;370;451;29;4;5;0
01/18/2021;4,641;1,327;439;73;5;4,505;5,632;398;66;70;768;273;98;17;0;835;1,070;83;10;10;1,462;401;139;22;3;1,363;1,696;122;21;23;599;198;55;8;0;602;771;55;8;8;1,433;341;119;20;1;1,348;1,652;112;22;23;379;113;33;6;1;357;442;30;5;5;0
01/19/2021;5,142;1,340;385;82;5;4,492;5,642;397;67;71;1,085;267;73;12;0;847;1,087;80;10;11;1,475;430;115;28;3;1,343;1,690;121;21;23;724;212;64;11;0;610;784;57;8;8;1,521;348;114;25;1;1,346;1,653;113;23;24;337;83;24;6;1;346;428;29;5;6;0
01/20/2021;4,906;1,274;364;74;4;4,455;5,612;388;68;73;1,038;247;86;6;2;847;1,083;79;11;11;1,352;396;96;27;1;1,318;1,673;117;22;24;725;197;51;9;0;614;788;56;8;9;1,438;359;116;25;1;1,334;1,645;113;22;23;353;74;18;7;0;342;422;27;5;6;0
01/21/2021;4,938;1,250;416;63;4;4,409;5,583;385;68;72;961;273;89;11;1;842;1,084;80;11;12;1,404;346;118;20;3;1,296;1,653;114;22;24;722;170;65;12;0;610;783;56;9;9;1,501;374;121;16;0;1,329;1,651;113;21;22;350;87;25;4;0;332;411;26;5;6;0
01/22/2021;4,711;1,224;431;80;7;4,391;5,585;391;71;75;1,061;273;100;12;1;860;1,109;84;11;12;1,323;344;126;31;6;1,285;1,645;114;25;27;704;188;58;9;0;616;795;57;9;9;1,291;329;122;24;0;1,301;1,626;114;22;22;330;90;29;4;0;329;410;25;4;5;0
01/23/2021;3,275;1,032;322;78;7;4,362;5,573;384;72;77;664;217;76;12;0;868;1,118;85;11;12;908;280;92;28;4;1,261;1,622;112;26;29;462;175;53;9;1;619;804;57;9;9;996;295;82;19;2;1,292;1,625;109;21;21;245;65;21;10;0;321;403;25;6;6;0
01/24/2021;2,855;969;337;67;5;4,353;5,555;385;74;79;491;206;77;9;0;867;1,118;86;11;12;891;262;99;20;3;1,259;1,611;112;25;28;381;165;51;9;0;617;803;57;10;10;914;277;92;23;1;1,299;1,631;109;22;23;178;59;20;6;1;310;392;24;6;7;0
01/25/2021;5,660;1,419;403;65;5;4,498;5,714;380;73;78;1,152;275;103;10;0;922;1,173;86;10;11;1,715;435;107;19;1;1,295;1,652;108;25;28;813;232;64;12;1;647;839;58;10;10;1,622;387;112;17;2;1,326;1,665;108;21;22;357;90;18;7;1;307;385;22;6;7;0
01/26/2021;4,697;1,236;367;78;4;4,435;5,635;377;72;77;991;283;84;9;1;908;1,162;88;10;11;1,372;316;97;30;3;1,281;1,621;105;25;28;686;222;53;12;0;642;835;56;10;11;1,367;346;119;25;0;1,304;1,642;109;21;22;281;68;21;2;0;299;375;22;6;6;0
01/27/2021;4,780;1,198;420;90;3;4,417;5,606;385;74;79;962;268;88;11;0;897;1,154;88;11;11;1,453;355;130;30;1;1,295;1,629;110;25;28;706;205;58;23;0;639;833;57;12;13;1,380;302;123;21;2;1,296;1,626;110;21;22;279;68;26;5;0;289;364;23;5;6;0
01/28/2021;4,676;1,161;391;86;4;4,379;5,556;382;78;83;957;226;106;20;1;897;1,147;91;12;12;1,410;370;113;16;1;1,296;1,633;109;25;28;692;188;52;16;2;635;831;56;13;13;1,348;318;105;27;0;1,274;1,596;108;22;23;268;59;16;7;0;277;348;22;6;6;0
01/29/2021;3,668;1,006;401;88;2;4,230;5,376;377;79;83;733;238;84;19;0;850;1,095;88;13;13;1,099;299;120;26;1;1,264;1,595;108;24;26;529;163;70;9;1;610;803;57;13;14;1,073;245;113;28;0;1,243;1,553;107;23;24;234;61;16;6;0;263;330;20;6;6;0
01/30/2021;2,858;824;266;79;5;4,171;5,287;369;79;83;557;183;59;14;2;835;1,075;86;13;14;864;237;74;27;1;1,258;1,583;106;24;26;356;129;47;9;0;595;781;56;13;13;917;225;73;25;2;1,232;1,532;105;24;25;163;49;18;4;0;251;316;19;5;6;0
01/31/2021;2,891;951;304;74;2;4,176;5,289;365;80;84;547;201;63;7;1;843;1,082;84;13;14;882;262;97;27;0;1,256;1,581;105;25;26;332;191;39;10;0;588;778;55;13;14;912;241;90;24;1;1,231;1,526;105;24;25;218;55;16;6;0;257;321;19;5;5;0
02/01/2021;975;550;288;65;1;3,506;4,496;348;80;83;169;110;84;13;0;702;918;81;13;14;344;167;84;22;0;1,061;1,347;102;25;26;185;99;41;5;0;498;669;51;12;12;233;152;70;22;1;1,033;1,294;99;25;25;44;22;13;3;0;212;267;18;5;5;0
02/02/2021;2,661;536;404;77;6;3,216;4,105;353;80;83;435;113;91;13;1;623;814;82;14;15;872;150;142;30;1;989;1,252;109;25;26;442;93;60;7;1;463;616;52;11;12;770;144;97;21;3;948;1,180;96;24;25;142;35;18;6;0;193;242;18;5;5;0
02/03/2021;5,143;1,083;442;75;2;3,267;4,140;357;78;81;1,093;250;99;15;0;642;830;84;14;15;1,504;304;149;19;0;996;1,252;111;24;24;822;204;71;13;0;480;632;54;10;10;1,403;260;107;21;2;951;1,177;94;24;25;321;65;18;7;0;199;248;16;6;6;0
02/04/2021;4,856;1,113;432;90;6;3,293;4,159;362;78;82;1,069;258;87;20;1;658;851;81;14;15;1,389;302;144;26;4;993;1,239;116;25;26;704;197;74;15;0;481;635;57;10;10;1,409;287;121;26;1;960;1,182;96;24;25;285;69;14;3;0;201;252;16;5;5;0
02/05/2021;4,157;1,123;441;82;3;3,363;4,246;368;77;81;953;250;102;14;1;689;884;84;14;15;1,244;302;138;32;1;1,014;1,260;118;26;27;538;214;69;12;0;483;644;57;10;10;1,180;285;114;20;1;975;1,203;96;23;24;242;72;20;4;0;202;255;17;5;5;0
02/06/2021;3,079;866;364;77;4;3,395;4,283;382;77;81;718;180;82;12;0;712;907;87;13;14;900;251;97;26;1;1,019;1,268;122;26;27;389;158;67;9;1;487;653;60;10;10;892;223;97;23;2;971;1,199;99;22;24;180;54;22;7;0;205;258;17;5;5;0
02/07/2021;1,646;723;311;78;2;3,217;4,073;383;78;81;324;154;84;20;0;680;868;90;15;16;567;215;104;18;2;974;1,216;123;25;26;203;130;39;15;0;469;625;60;11;11;452;178;75;22;0;906;1,124;97;22;24;100;46;10;3;0;188;240;16;5;5;0
02/08/2021;4,431;1,167;393;82;4;3,710;4,655;398;80;84;972;282;98;19;1;795;1,007;92;16;17;1,345;347;127;24;0;1,117;1,385;129;25;26;609;174;60;16;1;530;697;63;12;13;1,238;293;93;18;2;1,049;1,288;101;22;23;267;71;19;5;0;220;278;17;5;5;0
02/09/2021;3,730;1,023;396;71;1;3,863;4,877;397;79;82;874;223;96;10;0;858;1,086;93;16;16;1,089;299;108;25;0;1,148;1,437;124;24;25;517;172;57;12;1;540;719;62;13;14;1,005;274;112;21;0;1,083;1,340;103;22;23;245;55;26;3;0;234;296;18;5;5;0
02/10/2021;3,778;989;363;79;1;3,668;4,669;386;80;83;868;192;85;21;0;825;1,045;91;17;17;1,060;254;119;21;0;1,085;1,366;120;25;26;569;183;45;9;0;504;680;59;13;13;1,008;287;94;23;1;1,026;1,287;101;22;23;273;72;22;5;0;227;290;19;4;4;0
02/11/2021;3,411;918;321;96;2;3,462;4,434;370;81;83;724;186;67;22;0;776;986;88;17;17;931;293;111;30;1;1,019;1,300;115;25;26;549;173;51;13;1;482;654;55;12;13;978;215;85;26;0;965;1,215;96;22;23;228;51;15;5;0;219;279;19;5;5;0
02/12/2021;3,314;843;345;82;3;3,341;4,274;356;81;83;726;198;79;13;0;744;946;84;17;17;934;238;107;26;3;975;1,246;110;24;25;494;137;48;10;0;476;637;52;12;13;928;228;89;27;0;929;1,171;92;23;24;231;42;24;6;0;218;274;20;5;5;0
02/13/2021;2,204;810;280;82;4;3,216;4,141;344;81;84;420;165;70;14;0;701;901;83;17;17;670;226;74;25;2;942;1,210;107;24;25;276;146;42;13;1;460;619;49;13;13;703;219;88;25;1;902;1,144;91;23;24;135;54;9;5;0;211;267;18;5;5;0
02/14/2021;1,896;793;248;81;1;3,252;4,187;335;82;84;371;158;59;13;0;708;908;79;16;16;586;234;85;29;0;945;1,215;104;26;27;245;116;34;16;1;466;623;48;13;13;580;226;58;19;0;920;1,169;88;23;23;114;59;14;3;0;213;271;18;5;5;0
02/15/2021;2,860;698;324;83;3;3,028;3,895;325;82;84;527;141;71;15;1;644;825;75;15;16;860;197;98;28;2;876;1,124;100;26;27;366;89;49;14;0;431;576;47;12;13;872;221;90;22;0;868;1,106;88;23;24;234;50;16;4;0;209;263;18;4;4;0
02/16/2021;3,724;952;352;85;1;3,027;3,884;319;84;86;789;199;80;17;0;632;809;73;16;17;1,111;290;118;33;0;879;1,126;102;27;29;610;158;53;6;0;444;587;46;12;12;1,024;241;93;26;1;870;1,104;85;24;24;190;64;12;3;0;201;257;16;4;4;0
02/17/2021;3,438;1,025;292;81;4;2,978;3,841;309;84;87;772;227;64;25;2;618;800;70;17;17;1,007;299;101;23;1;871;1,125;99;28;29;542;157;42;5;1;440;580;46;11;12;921;286;81;25;0;858;1,092;83;24;25;196;56;8;3;0;190;243;14;4;4;0
02/18/2021;2,047;799;262;54;3;2,783;3,629;300;78;81;383;165;53;8;0;570;749;68;15;15;590;246;79;20;1;823;1,070;95;26;28;411;151;38;8;0;421;557;44;10;11;553;204;82;16;2;797;1,029;83;23;23;110;33;10;2;0;173;224;13;4;4;0
02/19/2021;3,018;984;306;57;3;2,741;3,607;295;75;77;618;201;73;9;0;554;734;67;14;15;855;309;84;17;1;811;1,069;91;25;26;461;159;43;11;0;416;555;43;10;11;856;250;94;20;1;787;1,022;84;22;23;228;65;14;0;1;172;227;12;3;3;0
02/20/2021;2,494;930;298;69;4;2,782;3,665;297;73;76;510;203;72;20;3;567;752;67;15;16;681;284;89;19;0;813;1,078;93;24;25;346;145;43;9;0;426;565;43;10;10;785;256;87;14;1;799;1,039;84;20;21;172;42;10;7;0;178;230;12;3;3;0
02/21/2021;2,287;582;272;59;1;2,838;3,691;301;70;72;359;113;59;19;0;565;744;67;16;17;793;183;85;15;0;842;1,101;93;22;23;318;57;34;5;0;436;567;43;8;8;666;200;86;17;1;811;1,048;88;20;21;151;29;14;3;0;183;231;12;3;3;0
02/22/2021;3,614;973;350;74;0;2,946;3,838;305;68;71;750;186;81;12;0;597;782;69;16;16;1,112;301;118;27;0;878;1,152;96;22;22;540;165;54;12;0;461;603;44;8;8;983;257;85;18;0;827;1,069;87;19;20;229;64;13;5;0;182;233;12;3;3;0
02/23/2021;3,473;1,057;328;73;6;2,910;3,817;301;67;70;731;238;70;18;1;589;779;67;16;17;1,074;301;110;20;1;873;1,148;95;20;21;532;169;47;12;0;450;593;43;9;9;934;304;94;20;4;814;1,065;87;19;20;201;45;14;3;0;184;232;12;3;3;0
02/24/2021;3,461;996;355;79;4;2,913;3,816;310;66;69;713;187;75;14;1;581;765;69;14;15;1,021;302;107;22;2;875;1,150;96;20;21;568;188;50;19;0;454;601;44;11;11;942;283;118;16;1;817;1,068;92;17;19;217;35;10;8;0;187;232;12;4;4;0
02/25/2021;3,480;976;292;74;7;3,118;4,046;314;69;73;715;209;70;19;0;628;819;71;16;17;1,025;302;86;21;3;937;1,220;97;20;21;514;151;46;12;0;468;616;45;11;11;964;259;81;19;4;876;1,134;92;18;19;262;55;11;3;0;209;256;12;4;4;0
02/26/2021;3,239;980;329;71;5;3,150;4,077;318;71;75;675;218;56;12;1;636;830;69;16;17;942;269;100;15;0;950;1,227;99;20;21;517;170;54;18;1;476;626;47;12;13;889;252;105;22;2;880;1,139;94;18;20;216;71;15;4;1;207;256;12;5;5;0
02/27/2021;2,016;790;244;66;2;3,081;3,989;310;71;74;376;137;50;8;0;617;801;66;15;15;625;263;70;29;0;942;1,216;97;21;22;248;126;33;8;0;462;609;45;12;12;629;227;83;19;2;858;1,113;93;19;21;138;36;12;2;0;202;250;13;4;4;0
02/28/2021;2,038;880;244;68;3;3,046;3,996;306;72;76;329;151;55;11;1;613;802;65;13;14;733;276;86;23;1;933;1,221;97;22;23;253;138;29;10;1;453;611;45;13;13;574;248;69;22;0;845;1,106;91;19;21;149;67;6;2;0;202;255;12;4;4;0
03/01/2021;3,726;1,176;325;62;2;3,062;4,041;302;70;75;729;226;75;4;0;610;805;64;12;13;1,175;317;88;22;1;942;1,232;92;22;23;530;200;49;8;0;452;615;44;12;13;1,032;366;99;23;0;852;1,129;93;20;22;260;67;17;5;1;206;260;12;4;4;0
03/02/2021;3,109;1,016;274;53;2;3,010;3,983;295;68;71;562;197;54;10;1;586;775;62;11;12;936;275;82;15;0;922;1,209;88;21;22;495;178;48;5;1;446;611;44;11;12;861;319;70;18;0;842;1,121;89;20;21;255;47;21;5;0;214;268;13;4;4;0
03/03/2021;3,242;1,124;307;72;3;2,979;3,970;288;67;70;638;226;68;20;0;575;770;61;12;12;954;352;91;15;2;913;1,206;86;20;21;523;189;51;16;0;440;605;44;11;11;861;296;87;17;1;830;1,111;85;20;21;266;61;13;4;0;221;279;14;4;4;0
03/04/2021;3,118;999;299;61;2;2,927;3,922;289;65;67;575;185;71;10;0;555;746;61;11;11;933;311;102;15;1;900;1,194;88;19;20;494;165;51;10;1;437;604;45;11;11;862;264;67;21;0;815;1,097;83;20;21;253;74;10;5;0;220;280;13;4;4;0
03/05/2021;2,886;904;258;54;0;2,876;3,861;279;62;64;553;181;67;8;0;537;724;63;10;10;887;251;70;18;0;892;1,184;84;20;20;403;156;34;11;0;421;585;42;10;10;807;255;68;12;0;804;1,086;78;19;19;236;61;21;5;0;222;281;14;4;4;0
03/06/2021;2,044;696;243;56;0;2,880;3,851;279;61;63;331;136;44;13;0;531;717;62;11;11;594;181;67;13;0;887;1,168;84;17;18;260;130;37;12;0;423;588;43;10;11;687;204;84;15;0;812;1,091;78;18;18;172;45;13;3;0;227;288;14;4;4;0
03/07/2021;1,877;849;249;61;1;2,857;3,824;279;60;61;291;139;53;10;0;526;710;62;11;11;597;241;72;22;0;868;1,143;82;17;18;238;143;39;10;0;420;586;44;10;11;604;281;71;16;1;816;1,100;78;17;18;147;45;15;3;0;227;284;16;4;4;0
03/08/2021;3,399;1,160;295;68;3;2,811;3,775;275;61;62;625;202;60;15;0;511;692;60;12;12;1,108;348;74;16;2;858;1,138;80;16;17;489;182;52;11;1;415;578;45;11;11;918;362;94;19;0;800;1,083;77;17;17;259;66;22;7;0;227;284;16;5;5;0
03/09/2021;3,340;1,073;282;71;1;2,844;3,816;276;63;65;581;183;64;17;1;513;692;61;13;13;1,084;338;74;18;0;880;1,168;79;17;17;527;192;47;11;0;419;584;44;12;12;915;306;86;24;0;808;1,089;80;18;18;233;54;16;1;0;224;282;16;4;4;0
